none,none,WT,none,none,HLA-DQA1*03:01:01:01,HLA-DQB1*03:02:01:01,5KS9-DQ-16mer-reg5,-84.20715009,-74.12893783,-80.3893575,,-79.57514847,5.088201335
none,none,Deamin,none,none,HLA-DQA1*03:01:01:01,HLA-DQB1*03:02:01:01,5KS9-DQ-16mer-reg5,-99.34684963,-99.33974534,-98.00908182,,-98.89855893,0.770317958
,,,,,,,,,,,,ave,std
